mã ngành,mã mục,nội dung
IV,3,"3. Thông tin tuyển sinh
Công tác tuyển sinh cho chương trình Cử nhân Trí tuệ nhân tạo được thực hiện theo đúng Quy chế và các Quy định về công tác tuyển sinh đại học được ban hành hàng năm của Bộ Giáo dục và Đào tạo. Quá trình này cũng tuân thủ chặt chẽ các hướng dẫn cụ thể của Đại học Quốc gia Hà Nội và nội dung chi tiết trong Đề án tuyển sinh được Trường Đại học Công nghệ xây dựng và công bố chính thức mỗi năm."
IV,4,"4. Chuẩn đầu ra của chương trình
Sau khi tốt nghiệp chương trình đào tạo Cử nhân Trí tuệ nhân tạo, người học phải đạt được các yêu cầu năng lực tối thiểu một cách toàn diện. Về kiến thức (PLO1-5), sinh viên cần diễn giải được kiến thức cơ bản về khoa học xã hội, chính trị, pháp luật, văn hóa, thể chất và quốc phòng; vận dụng kiến thức toán, khoa học cơ bản và CNTT vào giải quyết vấn đề kỹ thuật; vận dụng được kiến thức cơ sở trong lĩnh vực khoa học và kỹ thuật máy tính; liên kết được các kiến thức chuyên sâu và liên ngành của lĩnh vực Trí tuệ nhân tạo và Khoa học dữ liệu với các định hướng nghiên cứu và ứng dụng; đồng thời vận dụng được kiến thức cơ sở về quản lý và hoạt động chuyên môn. Về kỹ năng (PLO6-12), sinh viên phải sử dụng thành thạo ngôn ngữ lập trình, công cụ CNTT, Khoa học máy tính, Trí tuệ nhân tạo, Khoa học dữ liệu trong thiết kế, triển khai giải pháp Trí tuệ nhân tạo; phản biện và phân tích các giải pháp kỹ thuật; phân tích, phát triển, thử nghiệm giải pháp cho vấn đề mới; đánh giá chất lượng công việc; truyền đạt được vấn đề và giải pháp trong hoạt động chuyên môn; trao đổi, phản biện kết quả trong hoạt động nhóm; và sử dụng được tiếng Anh tương đương năng lực ngoại ngữ bậc 3/6. Về mức độ tự chủ và chịu trách nhiệm (PLO13-14), sinh viên cần thể hiện ý thức làm việc độc lập, tự lập kế hoạch, điều phối, đánh giá, cải tiến công việc hoặc hướng dẫn người khác; tuân thủ pháp luật, đạo đức nghề nghiệp, trung thực, chịu trách nhiệm và bảo vệ quan điểm cá nhân."
IV,5,"5. Vị trí việc làm mà học viên có thể đảm nhiệm sau khi tốt nghiệp
Cử nhân tốt nghiệp ngành Trí tuệ nhân tạo có thể đảm nhiệm nhiều vị trí công việc đa dạng trong cả môi trường quản lý, sản xuất, kinh doanh lẫn môi trường học thuật. Trong lĩnh vực công nghiệp, họ có thể làm cán bộ thiết kế, phát triển và bảo trì các hệ thống Trí tuệ nhân tạo và Khoa học dữ liệu; cán bộ nghiên cứu và phát triển (R&D) tại các công ty, tập đoàn công nghệ lớn; hoặc cán bộ quản lý các hệ thống ứng dụng Trí tuệ nhân tạo. Trong lĩnh vực học thuật, các vị trí tiềm năng bao gồm trợ giảng, giảng viên, và nghiên cứu viên tại các trường đại học cũng như các viện nghiên cứu chuyên sâu."
IV,6,"6. Khả năng học tập, nâng cao trình độ sau khi tốt nghiệp
Sau khi tốt nghiệp chương trình Cử nhân Trí tuệ nhân tạo, sinh viên có nền tảng kiến thức vững chắc để tiếp tục con đường học tập và nâng cao trình độ chuyên môn. Họ hoàn toàn có đủ điều kiện và năng lực để theo học các bậc học cao hơn như Thạc sĩ và Tiến sĩ trong lĩnh vực Trí tuệ nhân tạo, Khoa học dữ liệu hoặc các ngành liên quan tại các cơ sở đào tạo uy tín trong nước và quốc tế."
IV,7,"7. Tóm tắt yêu cầu chương trình đào tạo (Khối lượng kiến thức)
Chương trình đào tạo Cử nhân Trí tuệ nhân tạo có tổng cộng 123 tín chỉ chuyên môn, không bao gồm các học phần điều kiện tốt nghiệp quan trọng như Giáo dục thể chất, Giáo dục Quốc phòng – An ninh và Kỹ năng bổ trợ. Cấu trúc tín chỉ của chương trình được phân bổ thành các khối kiến thức chính: Khối kiến thức chung chiếm 21 tín chỉ, tập trung cung cấp nền tảng về lý luận chính trị, pháp luật, ngoại ngữ và tin học cơ bản; tiếp đó là Khối kiến thức theo lĩnh vực với 19 tín chỉ, củng cố kiến thức toán, lý và giới thiệu kỹ năng lập trình đầu tiên. Khối kiến thức theo khối ngành, nhóm ngành gồm 31 tín chỉ, bao gồm các môn học cơ sở ngành trực tiếp và các môn toán chuyên biệt cho Trí tuệ nhân tạo. Phần kiến thức chuyên sâu và cốt lõi là Khối kiến thức ngành với tổng cộng 42 tín chỉ, được thiết kế để sinh viên đi sâu vào các lĩnh vực của Trí tuệ nhân tạo và Khoa học dữ liệu; trong đó, khối này bao gồm 30 tín chỉ dành cho các học phần bắt buộc, 9 tín chỉ dành cho các học phần tự chọn theo các định hướng chuyên sâu, và 3 tín chỉ được dành cho các học phần bổ trợ. Ngoài ra, chương trình còn có 3 tín chỉ dành cho Thực tập doanh nghiệp và 7 tín chỉ cho Khóa luận tốt nghiệp hoặc nhóm học phần thay thế tương đương để tổng kết kiến thức và thể hiện năng lực chuyên môn."
V,1,"1. Một số thông tin về chương trình đào tạo
Ngành đào tạo là Công nghệ kỹ thuật điện tử – viễn thông (tên tiếng Anh: Electronics and Communications Engineering Technology), với mã số ngành là 7510302. Chương trình này có thời gian đào tạo chuẩn là 4 năm, và sinh viên sau khi hoàn thành sẽ được cấp danh hiệu Cử nhân. Tên văn bằng tốt nghiệp chính thức bằng tiếng Việt là ""Cử nhân ngành Công nghệ kỹ thuật điện tử – viễn thông"" và bằng tiếng Anh là ""The Degree of Bachelor in Electronics and Communication Engineering Technology""."
V,2,"2. Mục tiêu của chương trình đào tạo
Chương trình đào tạo cử nhân ngành Công nghệ kỹ thuật Điện tử – Viễn thông đặt mục tiêu chung là đào tạo ra những cử nhân có phẩm chất tốt, sở hữu nền tảng kiến thức vững chắc và kỹ năng chuyên môn mạnh mẽ trong lĩnh vực Điện tử – Viễn thông. Sinh viên tốt nghiệp được kỳ vọng sẽ đáp ứng các yêu cầu khắt khe về nhân lực chất lượng cao của cuộc cách mạng công nghiệp 4.0, đồng thời có khả năng tự nghiên cứu khoa học và tự học để không ngừng nâng cao trình độ chuyên môn, qua đó đóng góp tích cực cho xã hội bằng sự tự chủ, năng lực sáng tạo và khả năng lãnh đạo. Về mục tiêu cụ thể, chương trình hướng đến việc sinh viên có hiểu biết về khoa học cơ bản để tiếp nhận kiến thức mới và duy trì tinh thần học tập suốt đời (PO1); có hiểu biết sâu rộng và khả năng áp dụng kiến thức chuyên sâu cùng kiến thức thực tế để giải quyết hiệu quả các công việc phức tạp trong lĩnh vực điện tử viễn thông (PO2). Bên cạnh đó, sinh viên sẽ được trang bị các kỹ năng quan trọng như giao tiếp, làm việc nhóm, phát hiện và giải quyết vấn đề, tư duy phản biện và sáng tạo (PO3); có trình độ ngoại ngữ và công nghệ thông tin tốt, sẵn sàng cho quá trình hội nhập quốc tế (PO4); và cuối cùng là có phẩm chất đạo đức tốt, thể hiện mức độ tự chủ cao và ý thức trách nhiệm với xã hội (PO5)."
V,3,"3. Thông tin tuyển sinh
Công tác tuyển sinh cho chương trình Cử nhân ngành Công nghệ kỹ thuật điện tử – viễn thông được thực hiện theo đúng các Quy chế và Quy định về công tác tuyển sinh đại học được ban hành hàng năm của Bộ Giáo dục và Đào tạo. Quá trình này cũng tuân thủ chặt chẽ các hướng dẫn cụ thể của Đại học Quốc gia Hà Nội và nội dung chi tiết trong Đề án tuyển sinh được Trường Đại học Công nghệ xây dựng và công bố chính thức mỗi năm."
V,4,"4. Chuẩn đầu ra của chương trình
Sau khi tốt nghiệp chương trình đào tạo Cử nhân ngành Công nghệ kỹ thuật điện tử – viễn thông, người học phải đạt được các yêu cầu năng lực tối thiểu một cách toàn diện. Về kiến thức (PLO1-4), sinh viên cần diễn giải được kiến thức cơ bản về khoa học xã hội, chính trị, pháp luật, văn hóa, thể chất và quốc phòng; vận dụng được kiến thức về khoa học cơ bản và Công nghệ Thông tin để giải quyết các bài toán liên quan đến lĩnh vực kỹ thuật; sử dụng được các kiến thức cơ sở của khối ngành để nhận định và phân tích các bài toán liên quan đến lĩnh vực Điện tử Viễn thông; và sử dụng các kiến thức chuyên sâu về điện tử và viễn thông để thiết kế, xây dựng, triển khai và vận hành một cách hiệu quả các thiết bị, hệ thống trong lĩnh vực này. Về kỹ năng (PLO5-9), sinh viên phải có khả năng phát hiện, mô tả, phản biện vấn đề và đề xuất giải pháp về lĩnh vực chuyên môn; thiết kế, thực thi hoặc thí nghiệm giải pháp, phân tích dữ liệu và kết quả, đánh giá kỹ thuật để rút ra kết luận; giao tiếp hiệu quả với nhiều đối tượng, lập kế hoạch, điều phối và quản lý nhóm làm việc hiệu quả; có tư duy logic, biện chứng để giải quyết vấn đề thực tế một cách hiệu quả và sáng tạo; và vận dụng được kiến thức cơ bản về tiếng Anh tương đương trình độ 3/6 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam. Về mức tự chủ và trách nhiệm (PLO10-11), sinh viên cần có ý thức đóng góp tạo ra những sản phẩm có giá trị phục vụ cộng đồng và phát triển lĩnh vực chuyên môn; có tinh thần tự học, tự nghiên cứu, hỗ trợ đồng nghiệp, tự định hướng và đưa ra kết luận chuyên môn, bảo vệ được quan điểm cá nhân; đồng thời chủ động tuân thủ pháp luật, đạo đức nghề nghiệp, có tính trung thực và chịu trách nhiệm cá nhân."
V,5,"5. Vị trí việc làm mà sinh viên có thể đảm nhiệm sau khi tốt nghiệp
Cử nhân tốt nghiệp ngành Công nghệ kỹ thuật điện tử – viễn thông có thể đảm nhận nhiều vị trí công việc đa dạng, phù hợp với kiến thức và kỹ năng được đào tạo. Các hướng nghề nghiệp chính bao gồm vị trí kỹ sư thiết kế, kinh doanh, vận hành, khai thác hoặc tư vấn các sản phẩm và giải pháp trong các lĩnh vực liên quan đến Điện tử Viễn thông như Mạng truyền thông, Xử lý tín hiệu, Điện tử y sinh, Vi điện tử, Hệ thống nhúng, các Hệ thống thông minh và Internet of Things (IoT). Ngoài ra, sinh viên cũng có thể đảm nhận vai trò quản lý dự án kinh doanh, dự án kỹ thuật, hoặc trở thành doanh nhân khởi nghiệp trong lĩnh vực Điện tử – Viễn thông. Một hướng đi khác là tham gia vào công tác giảng dạy với vai trò giảng viên hoặc trợ giảng tại các trường Cao đẳng và Đại học, hoặc trở thành nghiên cứu viên tại các Trung tâm và Viện nghiên cứu chuyên sâu về lĩnh vực Điện tử Viễn thông."
